,MultipleLines,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
2567,1,1,0,95.75,5742.9,1
3423,0,0,0,50.6,50.6,1
2037,0,0,0,70.6,70.6,0
772,0,0,0,19.9,19.9,1
6470,0,0,0,43.45,345.5,0
3562,1,0,1,89.8,502.6,1
6660,0,0,0,69.15,69.15,1
6433,0,0,0,20.5,1191.4,0
4649,1,1,1,108.95,7875,0
1674,1,0,0,25.1,611.45,0
365,0,1,1,96.5,492.55,1
4919,0,0,0,39.15,2692.75,0
4546,1,0,0,84.5,916.9,1
4327,0,0,0,69.9,497.3,0
147,0,0,0,45.65,45.65,1
6183,0,1,1,54.3,2317.1,0
3088,0,1,1,81.0,3846.35,0
5551,0,0,0,19.6,356.15,0
407,0,1,1,93.95,2861.45,0
6499,0,0,0,20.3,20.3,0
3456,1,1,1,85.25,5714.2,0
4182,1,1,1,98.65,2862.75,1
3576,1,0,0,23.3,1623.15,0
3271,1,1,1,101.35,1218.55,1
1031,1,1,1,71.6,1957.1,0
4600,1,1,1,115.85,6567.9,0
855,1,1,1,100.15,6413.65,1
3926,0,0,0,34.7,383.55,0
78,0,1,1,74.75,2111.3,0
2247,0,0,0,19.65,830.25,0
5204,0,0,0,24.85,955.75,0
6653,0,0,0,29.75,790.7,0
6473,0,1,1,94.4,94.4,1
4829,0,0,0,45.0,524.35,0
788,1,1,1,78.4,1832.4,0
2279,1,0,0,25.1,1789.9,0
4095,0,0,0,82.3,214.4,0
3897,1,1,1,115.5,8425.15,0
4575,1,0,0,25.25,101.9,0
5846,1,0,0,76.1,257.6,0
3631,0,0,0,49.55,49.55,1
6176,1,0,0,77.85,3365.85,1
424,0,0,0,40.7,449.3,0
392,0,0,0,44.3,89.3,0
6925,0,0,0,18.8,294.95,0
6643,0,0,0,74.6,239.05,0
4200,0,1,1,59.95,3921.1,0
2672,0,0,0,20.1,562.6,0
6438,1,0,0,74.4,74.4,1
4747,0,0,0,20.6,754,0
3493,0,0,0,46.6,87.9,0
1459,0,1,1,99.65,5941.05,0
5074,0,0,0,19.45,921.3,0
6999,0,0,0,35.45,106.85,1
3835,0,0,0,19.9,533.5,0
5445,1,1,0,89.1,5411.65,0
6858,1,0,1,89.1,2368.4,1
5459,0,1,1,88.85,929.45,0
2355,0,0,0,54.2,3838.2,0
2442,1,1,0,84.8,546.95,1
5472,1,1,1,81.0,1923.85,0
464,1,1,1,116.05,8404.9,0
163,1,0,1,73.9,3958.25,0
6091,1,1,0,86.85,156.35,1
6302,1,0,0,75.55,413.65,1
6747,0,0,0,35.45,1958.95,0
6982,0,0,1,74.35,5237.4,0
2009,1,1,0,79.25,5731.85,0
3084,0,0,0,20.15,163.7,0
900,0,0,0,19.5,27.55,0
5507,0,0,0,59.9,1654.7,0
2293,1,1,1,85.95,6151.9,0
4481,0,1,0,40.15,1626.05,0
3716,1,1,1,102.0,1145.35,1
5840,0,0,0,49.7,2961.4,0
1764,1,0,1,75.7,4676.7,0
1549,0,0,0,45.85,45.85,1
3029,1,0,0,48.35,1067.15,1
5309,0,0,0,20.25,1278.8,0
2044,0,0,0,19.5,128.6,0
767,0,0,0,20.4,275.7,0
1508,0,0,1,88.45,2130.55,0
6843,1,0,0,91.75,865.8,1
4517,1,1,1,99.55,1131.2,1
4219,0,0,0,75.15,3772.65,0
5849,0,0,0,19.95,1234.8,0
4597,0,1,1,99.95,547.65,1
3292,0,1,1,50.95,229.4,0
819,1,0,0,88.0,5986.45,0
1403,0,1,1,66.25,546.45,0
1382,1,0,0,24.95,1165.9,0
2148,0,0,0,19.55,128.6,0
1638,1,0,0,84.4,5746.75,0
6771,0,0,0,20.65,702.05,0
399,0,0,0,20.05,415.1,0
882,0,0,1,83.9,497.55,1
3565,0,0,0,50.75,50.75,1
6288,1,0,0,79.45,145.15,0
1179,1,1,0,94.3,3953.15,0
4244,0,0,0,19.75,856.5,0
4793,0,1,1,99.25,4920.8,0
2130,1,1,0,94.8,4837.6,1
456,0,1,0,92.9,2768.35,0
1950,1,1,0,91.85,5940.85,1
689,1,0,1,83.4,4149.45,0
5561,0,0,0,20.65,20.65,0
1953,0,0,0,75.35,75.35,1
2710,0,0,0,20.4,482.8,0
5216,0,0,0,34.7,1604.5,1
4349,1,0,0,80.3,80.3,1
6109,1,0,0,54.15,101.65,0
1884,0,0,0,55.45,1477.65,0
6339,0,0,0,49.9,49.9,1
6218,0,1,1,58.4,4113.15,0
2494,1,0,0,75.35,2636.05,1
3036,0,1,0,49.35,3321.35,0
3603,0,0,0,45.85,81,1
845,0,0,0,20.55,295.95,0
542,0,0,0,19.55,19.55,0
3724,1,0,0,24.8,1476.25,0
4187,0,0,0,20.25,717.95,0
3679,0,0,0,20.1,20.1,1
5620,1,1,1,104.8,7470.1,0
6749,1,1,0,79.4,5528.9,0
4823,0,0,0,53.95,53.95,1
2964,1,0,0,58.35,1346.9,0
2529,0,0,1,62.7,2791.5,1
1048,0,0,0,19.8,572.2,0
1960,1,0,0,88.6,2888.7,0
2530,0,1,1,100.4,715,0
5174,0,1,0,80.3,526.7,1
237,1,0,0,73.15,1305.95,0
1133,0,0,0,19.25,48.35,0
5824,1,1,1,79.85,5234.95,0
4259,0,0,0,19.6,59.75,1
5193,1,0,0,26.45,1914.5,0
5281,1,0,0,66.75,4760.3,0
6727,0,1,1,45.3,528.45,0
2978,0,0,0,85.95,2107.15,0
5572,1,0,1,74.8,5315.8,0
5406,1,1,1,97.2,6910.3,0
4743,1,0,0,59.5,3389.25,0
3919,1,1,1,93.55,536.4,1
3138,0,0,0,45.3,45.3,1
6279,0,0,0,44.95,926.25,0
4073,0,1,0,65.45,937.6,1
6047,1,0,1,65.85,902.25,0
3229,1,1,1,94.2,1046.1,1
1826,1,0,1,90.65,5931,0
593,0,0,0,84.3,2438.6,0
2725,0,0,0,24.5,46.4,0
4137,0,0,0,20.1,232.4,0
560,1,1,1,107.25,6033.3,0
5513,0,1,0,92.45,6140.85,0
4942,1,0,0,50.9,225.6,1
243,0,0,1,94.4,6126.15,0
4437,1,1,1,101.15,6067.4,0
4868,1,1,1,99.5,3762,1
405,0,0,0,19.8,1468.75,0
1442,0,1,1,100.3,5244.45,0
261,1,1,1,106.9,1364.3,1
4709,1,0,1,96.85,5219.65,0
7017,0,0,0,20.65,1020.75,0
1689,0,1,1,58.85,465.7,0
1725,1,1,1,94.2,1608.15,0
2496,0,0,0,20.05,388.6,0
6709,1,1,1,99.4,5059.75,0
340,0,0,0,54.65,1830.1,0
4901,0,0,0,74.7,74.7,1
1601,1,1,0,94.65,4312.5,0
4576,0,0,0,19.75,313.4,0
3725,0,0,0,70.8,70.8,1
6974,1,1,1,98.85,4947.55,0
2785,1,1,1,108.9,2809.05,0
1523,0,0,0,43.55,335.4,0
5238,0,0,0,53.75,1857.3,0
6246,0,1,0,65.3,3512.9,0
6521,1,0,0,25.1,428.45,0
1766,0,0,0,20.55,583.3,0
6947,1,1,1,101.05,6770.5,0
4037,1,0,0,25.45,1534.05,0
5562,1,0,0,76.85,4275.75,0
5703,1,0,0,25.4,1809.35,0
6581,1,1,0,72.1,3886.05,0
363,0,0,0,20.55,945.7,0
6966,0,1,0,43.05,2208.05,0
6934,1,1,1,104.15,7365.3,0
4443,0,0,0,44.75,44.75,0
5610,1,0,0,75.5,220.6,1
6500,0,0,0,35.1,770.4,0
2562,0,1,1,50.55,3364.55,0
6680,0,1,0,95.5,4627.85,1
6453,1,1,1,100.05,4871.05,1
3083,1,0,0,23.95,1506.4,0
6484,1,1,1,90.6,3358.65,0
2102,1,0,0,80.55,1406.65,0
632,1,1,1,89.85,6562.9,0
2493,1,0,1,90.75,512.25,0
2665,0,0,1,93.55,3055.5,0
5097,1,0,0,96.75,3403.4,0
4406,1,1,0,78.9,2976.95,0
5165,0,0,0,69.65,69.65,1
4987,1,0,0,24.45,1730.65,0
2334,1,1,0,85.05,1391.15,0
6238,1,0,0,74.0,3919.15,0
3619,0,1,1,85.3,6129.2,0
3883,1,0,0,79.8,1001.2,0
5273,0,0,0,20.15,1337.5,0
4211,1,1,1,102.95,2496.7,1
1494,0,0,0,19.75,145,1
2401,0,0,0,54.55,601.25,0
3874,0,0,0,43.75,405.7,0
1232,0,1,0,78.3,2564.3,1
2661,0,0,0,47.4,3177.25,0
2817,0,0,0,20.65,875.55,0
6430,0,0,0,19.35,275.9,0
5818,1,1,1,105.1,6631.85,0
4153,0,0,0,20.3,595.05,0
5239,0,1,1,105.75,7322.5,0
3061,1,1,1,106.4,2483.5,1
6018,0,0,0,20.35,689.75,0
6967,1,1,0,89.5,2196.15,1
1735,1,1,1,114.45,8100.55,0
2823,0,0,0,20.45,790,0
5365,0,0,0,20.0,1250.1,0
4819,0,0,0,19.75,1052.35,1
2475,0,0,1,99.5,5424.25,0
2564,1,1,1,82.0,1425.45,1
5929,1,0,0,89.1,5618.3,0
5441,1,0,0,65.3,4759.75,1
707,1,1,1,104.65,2964,0
3046,1,1,1,103.3,6518.35,0
6009,1,1,1,103.85,5485.5,1
5371,1,1,1,103.95,5639.05,1
72,1,1,1,111.6,7099,0
4448,1,1,1,99.7,2967.35,1
6584,0,0,0,20.55,1070.25,0
1190,1,1,1,104.85,3887.25,0
2601,1,0,1,98.65,7129.45,0
1125,1,1,1,105.65,4284.8,1
1241,1,0,1,64.5,1888.45,0
6305,1,0,1,95.0,2497.2,1
5809,0,0,1,85.95,514.6,0
3351,0,0,0,53.9,834.15,1
4008,0,1,1,56.15,2898.95,0
1577,0,1,1,98.6,1704.95,1
3906,0,1,0,78.8,78.8,1
3729,0,0,0,20.05,1201.65,0
4358,0,1,1,64.75,877.35,0
1343,0,1,1,73.05,4688.65,0
7024,1,0,0,84.8,3626.35,0
440,1,1,1,112.95,1882.55,0
1100,1,0,0,24.8,324.15,0
2637,0,0,0,40.65,1547.35,0
4954,0,1,1,90.85,90.85,1
649,0,0,0,70.0,1732.6,0
1546,0,0,0,19.85,1128.1,0
6024,1,0,1,91.5,242.95,1
5370,1,1,0,90.8,1442.2,0
2852,0,1,1,85.9,5595.3,0
3503,1,1,1,104.25,6860.6,0
5086,0,0,0,20.4,930.45,1
630,1,1,1,110.75,4687.9,1
4768,0,0,0,19.8,1388.45,0
1249,0,0,0,45.05,45.05,1
5812,0,0,0,71.0,71,1
482,0,0,1,81.45,1671.6,0
1584,0,1,1,53.5,3517.9,0
4676,0,0,0,20.0,377.55,0
1462,0,0,0,20.0,666.75,0
3040,1,1,1,108.6,7690.9,1
5411,0,0,0,24.8,24.8,1
3273,0,0,0,68.25,2171.15,1
3683,0,0,0,54.5,3778.2,0
4145,0,0,1,67.8,842.25,0
4953,0,0,0,19.4,554.25,0
3225,0,1,1,71.95,923.85,0
1072,0,1,1,56.75,1304.85,0
2631,1,1,1,99.25,665.45,1
1660,1,0,0,25.4,1139.2,0
2425,0,0,0,20.3,511.25,0
5935,0,1,0,59.9,788.35,0
5345,0,1,0,89.8,2335.3,1
3097,0,0,0,20.4,42.9,0
3976,0,0,0,24.45,86.6,1
6299,1,1,1,80.95,4233.95,0
6681,1,1,0,91.05,289.1,1
4998,1,1,1,110.75,7053.35,0
5579,1,0,0,93.9,6579.05,1
1408,1,1,1,104.1,7412.25,0
1845,0,0,0,35.75,2492.25,0
1798,1,0,0,26.2,954.9,0
3957,1,1,1,102.6,6296.75,0
1475,1,1,1,105.4,6998.95,0
35,1,1,0,99.9,7251.7,0
444,0,0,1,80.4,2937.65,0
2359,1,1,0,72.75,2447.45,0
3654,0,0,1,89.9,2433.5,0
3179,0,0,0,19.6,561.15,0
1286,0,1,1,74.1,74.1,0
5212,0,0,0,38.5,2763,0
4445,1,1,0,98.0,6218.45,0
3416,0,1,1,69.85,837.5,0
2137,1,0,0,25.4,313,0
2636,1,1,1,113.0,7987.6,0
4016,0,0,0,45.35,45.35,0
6802,1,1,0,89.1,1879.25,0
1681,1,0,0,25.0,1849.2,0
5119,0,0,0,75.65,399.45,0
1692,0,0,0,25.25,947.75,0
5189,1,0,0,54.3,54.3,0
5606,0,0,0,55.2,864.55,0
3635,1,0,0,24.55,1750.7,0
372,0,0,0,35.75,830.8,0
5405,1,1,1,103.8,3470.8,0
6667,0,0,1,79.55,723.4,1
140,1,1,1,88.05,6425.65,0
4419,0,0,0,21.05,139.75,0
6556,0,0,0,19.0,105.5,0
5787,0,0,1,87.55,3078.1,1
714,1,0,0,25.4,1710.9,0
3188,0,0,0,49.85,365.55,1
6214,0,0,0,20.05,845.25,0
4431,0,0,0,69.8,1221.65,0
4921,1,1,1,99.95,3767.4,0
406,1,1,0,95.4,5812,0
20,0,0,1,39.65,39.65,1
1004,0,0,0,20.0,417.7,0
2411,1,1,1,84.95,4984.85,0
2545,0,1,0,70.75,4263.45,0
2390,0,0,0,19.8,160.05,0
5655,1,0,0,25.1,1725,0
42,0,0,0,20.75,418.25,0
2830,0,0,0,61.4,3638.25,0
3371,0,0,0,19.25,180.3,1
3022,0,0,0,19.95,38.15,0
3364,1,1,1,103.9,2254.2,1
4399,1,0,1,103.1,6595,0
11,0,0,0,18.95,326.8,0
4760,0,1,0,75.1,5013,0
1177,1,1,1,79.2,3593.8,0
1947,1,0,0,90.25,6385.95,0
2501,0,0,0,20.35,1354.4,0
2863,0,0,0,44.6,44.6,0
3865,1,0,0,24.0,24,0
1026,1,1,1,100.6,819.4,1
3848,0,0,0,49.2,103.7,0
2989,0,0,0,19.2,19.2,0
961,0,0,0,20.5,365.8,0
2889,0,1,0,50.0,2919.85,0
3015,0,1,1,86.75,5186,0
3338,0,0,1,89.4,1095.65,1
4967,1,1,0,63.6,155.65,1
735,0,1,1,50.6,1653.45,0
4400,0,0,0,24.7,149.05,0
1440,0,0,0,19.9,153.95,0
2875,1,0,1,85.1,1873.7,1
3986,1,0,0,96.6,6424.25,0
916,0,0,0,75.4,1643.55,0
5876,0,0,1,86.0,86,1
5491,0,1,0,65.35,1424.4,0
4089,1,0,0,74.75,706.6,1
6502,0,0,0,56.25,2419.55,0
5499,0,0,1,79.4,1156.1,1
2772,1,1,0,74.0,4868.4,0
1624,1,1,1,98.25,5508.35,1
6891,0,0,0,29.05,129.6,0
821,0,1,1,79.15,3566.6,0
1367,1,0,0,82.15,4904.85,0
3712,0,1,0,65.4,2774.55,0
6324,0,0,0,75.85,647.5,0
850,1,1,1,115.8,8476.5,0
1000,0,1,1,95.35,660.9,1
5228,0,0,0,44.4,348.15,0
4114,0,0,0,19.95,1028.75,0
1637,0,0,0,29.45,1983.15,0
1667,1,0,0,24.8,321.7,0
4589,0,0,0,20.15,220.8,0
3173,0,0,0,19.35,307,0
5355,1,0,1,95.4,4445.3,0
1347,0,0,0,19.95,373.5,0
6840,0,0,0,19.3,19.3,0
3230,0,0,0,19.55,1245.6,0
6369,0,1,1,105.05,7171.7,0
5407,0,0,0,63.55,4014.2,0
4783,1,1,0,69.2,4982.5,0
3232,0,0,0,53.65,1939.35,0
5760,0,0,1,91.55,1540.05,0
703,0,0,0,20.55,33.6,0
7022,1,1,1,104.95,7544.3,0
3291,0,0,0,55.15,1319.85,0
3673,1,1,1,101.75,4273.45,1
2408,0,0,0,20.85,892.15,0
1327,1,1,1,99.5,5961.1,1
6551,0,1,1,96.0,6109.75,0
6338,0,0,0,20.25,20.25,0
4440,0,0,1,60.0,2548.55,0
6735,0,1,1,87.25,6328.7,0
986,0,0,0,43.8,540.95,0
5590,0,0,0,19.15,477.6,0
6386,1,1,1,83.55,6093.3,0
6055,0,0,1,55.0,340.4,0
5830,1,0,0,25.35,723.3,0
4049,1,1,1,100.25,4753.85,0
3485,1,0,0,73.25,131.05,1
2474,1,1,1,106.35,4849.1,0
3873,0,0,0,34.2,1782,0
1198,0,0,0,20.75,844.45,0
4181,1,1,1,101.35,6164.7,0
1518,0,0,0,20.55,96.1,0
5838,1,0,1,71.85,3827.9,0
1799,1,1,1,98.7,973.25,1
1014,0,0,1,57.45,990.85,1
128,0,0,0,19.75,19.75,0
1364,0,1,1,85.5,4421.95,0
5412,1,0,0,85.55,5251.75,0
4470,0,0,0,44.65,322.5,0
891,1,1,1,103.85,5017.9,1
2793,1,0,0,80.1,336.15,0
5912,1,0,0,85.2,3969.35,1
4403,1,0,0,62.45,2045.55,0
6703,0,1,1,45.25,85.5,1
6039,0,0,1,36.5,1032,1
3249,0,0,0,55.55,551.3,0
1208,0,1,0,80.25,80.25,1
3868,0,0,0,74.05,1565.7,1
6318,0,0,0,21.05,235.8,0
4065,0,0,0,19.75,19.75,1
6023,0,0,0,19.6,967.9,0
1239,0,1,0,58.7,168.6,0
2289,1,1,1,107.45,7576.7,0
2740,0,0,0,44.4,44.4,1
275,1,0,0,85.4,401.1,1
4585,1,0,1,85.05,85.05,1
1035,1,0,0,25.1,1697.7,0
1229,1,0,1,75.35,4729.3,0
1008,1,1,1,99.55,3204.65,1
3828,0,0,0,19.35,1319.95,0
2532,0,1,1,101.1,4016.2,0
4293,0,1,1,89.8,1129.1,1
1058,0,1,1,89.55,185.55,1
5220,0,0,0,58.0,1734.5,0
281,0,0,0,51.2,498.25,0
1043,0,0,0,69.75,2347.9,1
1316,0,0,0,19.95,147.5,0
968,0,1,0,77.35,5550.1,0
2381,0,0,0,19.5,226.8,0
5617,0,0,0,20.75,44.2,0
1939,0,0,0,21.05,21.05,0
6560,0,0,0,19.8,465.45,0
1274,1,1,1,101.15,6638.35,0
619,1,0,0,78.55,522.95,0
5113,1,1,1,113.65,8166.8,0
1742,0,1,0,87.15,183.75,1
1390,0,0,1,68.75,4888.2,0
5733,0,0,0,19.85,1326.35,0
1579,0,0,1,80.45,950.2,1
1655,0,0,0,44.3,134.5,1
3568,0,1,1,99.15,1956.4,0
2352,0,0,0,19.7,168.9,0
2212,0,0,0,19.5,225.85,0
7001,0,0,0,49.9,130.1,1
3178,0,1,0,84.1,4348.65,1
3192,0,0,0,19.15,1035.5,0
1307,0,0,1,75.55,2680.15,0
575,0,1,1,81.05,4747.65,0
2360,0,0,0,20.05,1263.9,0
1280,1,1,1,114.85,8317.95,0
6820,1,1,0,93.35,5386.5,0
4957,0,0,0,20.4,251.65,0
5827,1,0,1,90.05,3097,0
1993,0,0,0,45.7,45.7,1
2639,1,0,0,54.45,1127.35,1
269,1,0,0,24.25,1732.95,0
629,1,0,1,90.05,4547.25,1
6574,1,1,0,90.1,816.8,0
3081,0,1,0,77.85,299.2,1
3466,1,0,0,25.1,1790.8,0
6146,0,1,1,99.5,2369.05,1
4396,0,0,0,25.1,25.1,1
4023,0,0,0,19.8,849.9,0
6669,1,1,1,99.05,3554.6,0
2046,0,0,0,24.7,24.7,0
4356,0,0,0,18.8,56,0
5528,0,0,0,59.85,2603.95,0
2113,1,0,1,95.0,4368.85,0
27,0,0,0,30.2,30.2,1
2040,1,1,1,90.55,6404,0
3928,0,1,1,95.95,1745.5,0
6362,1,0,0,74.9,136.05,0
3216,0,0,0,50.45,50.45,1
6557,1,1,1,100.0,3320.6,0
3814,1,1,1,88.7,6301.7,0
129,0,1,1,56.45,3985.35,0
5214,0,0,0,73.55,145.4,1
6911,0,0,0,20.1,1087.7,0
4599,0,0,0,50.95,2610.65,0
13,1,1,1,103.7,5036.3,1
6040,0,0,0,70.75,70.75,1
4476,0,0,0,20.9,20.9,1
1525,0,0,0,20.65,158.95,0
2365,1,1,0,93.9,1743.9,0
4648,0,0,0,70.3,144,0
3052,1,0,0,55.05,2030.75,0
4005,1,0,0,24.05,24.05,1
2340,0,0,1,45.0,2196.3,0
374,0,1,1,96.1,3646.8,0
6249,1,0,0,74.5,217.45,0
6762,0,1,0,55.0,2010.55,1
939,0,0,0,19.9,320.45,0
6738,0,0,0,20.35,20.35,0
4573,0,0,0,20.55,1432.55,0
2147,0,0,0,19.0,348.8,0
3591,0,0,0,86.25,181.65,1
5564,1,0,0,55.25,1924.1,0
6786,0,0,0,48.55,501,1
5920,0,0,1,78.8,2006.1,0
3623,0,0,0,72.25,2575.45,0
529,1,1,0,99.9,5706.3,0
3714,0,0,0,59.75,4069.9,0
4732,0,0,0,19.9,1397.3,0
1269,1,1,1,115.55,7159.05,0
4281,0,0,0,35.0,1782.4,0
1394,1,1,1,110.8,6840.95,0
4850,0,1,1,100.05,5299.65,0
4009,0,1,1,86.7,5309.5,0
4390,0,0,0,57.95,1271.8,0
1797,0,0,0,19.4,578.5,0
2979,0,0,0,53.5,3035.8,0
1441,1,1,1,97.8,5458.8,0
5263,0,1,0,44.85,2479.05,0
6860,1,1,1,101.9,3545.35,1
3811,0,0,0,54.45,87.3,0
1273,1,0,0,88.2,4159.45,0
4703,1,0,0,78.85,1772.25,1
1712,1,0,0,55.25,1620.2,0
955,0,0,0,44.7,44.7,1
5209,1,1,1,109.95,7852.4,0
5626,0,0,1,64.05,733.95,0
6223,0,0,0,69.0,506.9,1
6465,0,0,0,20.6,1286,0
403,0,0,0,55.9,3848.8,0
2071,1,1,0,94.1,6302.8,0
6687,1,0,0,79.2,172.85,1
1977,1,1,0,90.7,2845.15,0
158,0,1,0,64.25,1024,0
3888,0,0,1,80.15,80.15,1
902,0,1,1,93.85,1625.65,1
352,0,1,1,89.15,574.35,0
4540,0,0,0,20.95,20.95,0
4130,0,0,0,36.25,374,0
754,0,1,0,90.35,190.5,0
2971,1,1,1,90.3,5194.05,0
7008,1,0,0,75.05,256.25,1
2920,0,1,1,85.1,6155.4,0
311,0,0,1,89.05,1886.25,0
4644,0,0,0,50.55,610.75,0
661,0,0,0,45.25,428.7,0
1989,0,1,0,46.35,1662.05,0
3665,1,1,0,99.0,6994.6,0
306,1,0,0,74.9,2303.35,1
2335,0,0,0,55.8,274.35,0
4790,1,0,1,84.85,2633.4,0
2356,0,0,0,45.2,2065.15,0
3702,1,0,0,79.15,1520.9,1
3804,1,0,0,79.85,797.25,0
1927,1,1,1,107.35,5118.95,1
6330,1,0,1,90.15,2044.95,0
3427,1,1,1,94.3,1948.35,0
749,0,1,0,90.05,5817,0
3638,0,0,0,50.15,115.1,1
6041,0,0,0,19.95,109.6,0
1266,1,0,0,80.25,303.7,0
5343,0,1,1,66.25,3330.1,0
6221,0,0,0,19.6,471.85,0
3595,0,0,0,70.2,115.95,1
2134,0,0,0,20.15,20.15,0
5066,0,1,1,54.3,2390.45,0
4109,0,0,0,25.05,56.35,1
4969,0,0,0,19.85,52,0
4904,1,1,1,107.55,3645.5,0
514,1,0,0,95.0,2852.4,0
6562,1,1,1,100.2,1369.8,1
409,0,0,0,19.6,19.6,1
5250,1,1,1,94.55,1173.55,0
7014,1,1,0,89.2,3645.75,0
6963,1,1,1,102.6,897.75,0
6101,1,1,1,110.25,7467.55,0
207,0,0,1,79.9,79.9,1
458,0,0,0,20.0,38,0
2054,1,0,0,49.4,106.55,1
2430,0,0,0,55.65,1653.85,0
250,0,1,0,93.5,4619.55,0
6013,1,1,1,100.65,5189.75,0
1107,1,0,0,24.25,1641.8,0
5710,1,1,1,110.5,7752.05,0
1713,1,0,0,61.35,3169.55,0
3911,0,0,0,49.4,874.8,1
715,1,1,0,89.15,4245.55,0
552,0,0,0,19.35,1153.25,0
1439,0,0,0,75.55,349.65,1
2270,0,1,0,86.85,220.95,1
3144,0,0,0,18.95,110.15,0
6720,1,1,1,84.1,5979.7,0
1925,1,1,0,72.1,4194.85,0
634,0,1,1,54.55,2236.2,0
316,0,0,0,19.9,1355.1,0
6610,0,1,0,80.1,398.55,0
427,1,0,1,85.95,858.6,0
5221,1,1,1,107.45,7047.5,0
105,0,0,0,24.3,100.2,0
3041,0,0,0,49.9,49.9,0
4238,0,0,0,19.4,1061.6,0
2169,0,1,1,81.0,4985.9,0
1709,1,1,0,69.1,2093.9,0
89,0,1,0,33.75,1009.25,0
2241,1,0,0,24.95,1468.9,0
3174,0,1,1,45.0,2689.35,0
5253,0,1,1,73.0,2471.25,0
1949,1,1,1,104.6,6885.75,0
4044,1,1,1,84.8,5917.55,0
2848,0,0,0,56.25,1454.25,0
1,0,0,0,56.95,1889.5,0
4337,1,1,1,99.65,6951.15,0
935,1,1,0,83.25,308.05,0
6028,0,0,0,80.85,866.45,1
2720,1,0,0,51.55,765.5,1
591,1,0,0,24.9,1174.8,0
6852,0,0,0,61.9,2924.05,0
2936,1,1,1,102.65,4108.15,0
2448,1,1,1,104.85,1531.4,1
1576,0,0,0,60.65,3975.9,0
5879,0,0,0,61.05,2018.4,0
213,0,0,0,20.0,540.05,0
778,1,0,1,107.0,6152.3,0
3496,0,0,0,74.3,1952.25,0
5523,0,0,0,69.2,477.55,0
2043,0,0,0,69.65,1043.3,0
6382,0,1,0,74.05,2802.3,0
1567,0,1,1,67.8,653.15,0
165,0,0,0,19.9,1363.45,0
4702,0,1,1,55.45,2966.95,0
3566,1,1,1,84.6,4449.75,0
5388,0,0,0,19.9,19.9,1
6692,1,0,1,74.65,3090.65,0
2013,0,0,0,20.1,589.25,0
273,1,1,1,107.05,2172.05,0
3860,0,0,0,25.35,566.1,0
4167,1,1,1,75.7,3876.2,0
6920,0,0,0,19.7,509.3,0
3788,0,1,1,109.75,6110.2,1
394,1,1,1,95.05,3944.5,0
583,0,0,0,19.0,19,0
7020,0,0,0,19.2,239,0
6526,1,1,1,100.6,5069.65,1
6797,0,0,0,69.05,1793.25,0
6731,0,0,0,19.55,470.2,0
520,1,1,1,105.4,6989.45,0
1763,0,0,0,45.4,80.95,0
1875,1,1,1,114.1,8086.4,0
3965,1,1,1,106.5,5621.85,0
3344,1,0,0,74.15,811.8,1
2253,0,1,0,74.4,5360.75,0
3224,1,1,1,74.65,521.1,1
526,1,1,1,115.75,8399.15,0
2946,1,0,0,80.75,4116.9,0
4473,1,1,1,98.1,2510.7,0
3899,1,1,1,109.1,5647.95,0
692,0,0,0,20.55,1013.05,0
6652,0,0,0,18.55,689,0
4444,0,0,0,19.85,63.75,1
3633,0,0,0,71.25,71.25,0
1050,0,0,1,43.65,526.95,1
590,1,1,1,111.9,8071.05,0
519,0,0,0,20.05,265.45,0
3380,1,1,1,95.1,95.1,1
3676,0,1,0,70.4,2044.75,0
5802,0,0,0,49.55,2077.95,0
5179,0,1,1,69.35,191.35,1
1607,0,0,1,89.05,1169.35,1
3610,1,1,1,100.15,1164.3,1
6717,1,1,1,100.6,5746.15,1
1809,1,0,1,85.0,2642.05,1
791,1,0,1,76.9,5023,0
792,0,0,0,19.85,146.6,0
6789,0,0,0,20.2,20.2,1
1855,0,0,0,20.1,936.85,0
1980,1,0,1,95.25,1021.55,0
3233,0,0,0,29.9,118.25,0
3598,0,0,0,46.3,46.3,0
933,1,0,1,84.6,360.1,1
3963,0,0,0,19.6,1441.65,0
5230,1,0,1,94.35,5563.65,0
6536,0,0,0,24.4,24.4,0
4179,1,0,0,73.3,828.05,0
4026,1,1,1,114.3,8058.55,0
6232,1,1,1,100.5,514,1
4116,0,0,0,19.7,395.6,0
988,0,0,0,19.15,537.35,0
5427,1,0,0,84.75,2613.4,0
3453,1,1,1,97.65,6982.5,0
6429,1,0,0,69.35,4653.25,0
3778,1,0,0,50.4,137.25,0
5908,0,0,0,20.2,20.2,1
3093,0,0,0,54.4,1516.6,0
3155,0,0,0,19.85,535.05,0
5069,1,0,0,75.35,338.1,1
3201,1,1,1,79.6,4024.2,0
5681,0,1,0,64.2,2106.3,0
1098,1,0,0,89.55,6038.55,0
5848,1,0,1,103.95,7517.7,0
2844,1,1,1,99.6,347.65,1
886,0,1,0,84.35,609.65,0
6948,0,1,1,103.7,4730.6,0
5457,0,0,0,51.0,581.7,0
515,1,1,1,104.8,4131.95,1
6496,1,1,1,101.85,4086.3,1
4833,0,0,0,19.75,806.95,0
1453,0,1,1,94.5,2979.2,0
3553,1,0,0,23.4,1429.65,0
3609,1,1,1,103.95,6423,0
4665,0,0,0,36.15,2434.45,0
