,Unnamed: 0,gender,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6385,6385,Male,0,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,101.7,364.55,Yes
6386,6386,Male,0,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),83.55,6093.3,No
6387,6387,Female,0,35,Yes,No,DSL,No,Yes,No,No,No,No,Electronic check,56.85,1861.1,No
6388,6388,Female,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.4,20.4,Yes
6389,6389,Female,0,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.55,1079.65,No
6390,6390,Male,0,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,106.15,7475.1,No
6391,6391,Male,0,38,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),78.95,2862.55,No
6392,6392,Female,0,60,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Electronic check,49.75,3069.45,No
6393,6393,Male,0,26,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),92.4,2349.8,No
6394,6394,Female,0,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Bank transfer (automatic),58.2,469.25,No
6395,6395,Male,0,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,102.6,4213.35,Yes
6396,6396,Female,1,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Credit card (automatic),91.95,3301.05,No
6397,6397,Male,1,54,Yes,No,DSL,No,No,Yes,No,Yes,No,Bank transfer (automatic),65.25,3529.95,No
6398,6398,Male,0,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),106.0,7723.7,Yes
6399,6399,Female,0,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,73.1,4144.9,No
6400,6400,Female,0,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Bank transfer (automatic),59.75,4265,No
6401,6401,Female,0,3,Yes,No,DSL,Yes,No,No,No,No,Yes,Mailed check,55.1,154.65,Yes
6402,6402,Female,0,54,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Bank transfer (automatic),59.8,3246.45,No
6403,6403,Male,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),116.6,8337.45,No
6404,6404,Male,0,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Electronic check,109.3,5731.4,No
6405,6405,Female,1,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),101.4,6176.6,No
6406,6406,Female,0,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),50.65,1905.4,No
6407,6407,Female,0,15,Yes,No,DSL,No,No,No,Yes,No,No,Mailed check,56.15,931.9,No
6408,6408,Male,0,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),106.5,7348.8,Yes
6409,6409,Male,0,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.2,776.25,No
6410,6410,Female,1,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),83.0,5243.05,No
6411,6411,Male,1,2,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,70.1,141.65,No
6412,6412,Female,0,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),108.3,7679.65,No
6413,6413,Female,0,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),91.05,2954.5,Yes
6414,6414,Male,0,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.25,1006.9,No
6415,6415,Female,0,58,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Electronic check,45.35,2540.1,No
6416,6416,Male,0,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Electronic check,43.9,3097.2,No
6417,6417,Female,1,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Electronic check,77.5,3807.35,Yes
6418,6418,Male,0,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Mailed check,79.3,2484,No
6419,6419,Male,1,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Credit card (automatic),84.9,5785.65,No
6420,6420,Male,0,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,79.25,2619.15,No
6421,6421,Female,0,21,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Credit card (automatic),71.05,1524.85,No
6422,6422,Male,0,52,Yes,No,DSL,Yes,No,Yes,No,No,No,Electronic check,53.75,2790.65,No
6423,6423,Female,0,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.25,1784.5,No
6424,6424,Female,0,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Electronic check,54.2,3937.45,Yes
6425,6425,Male,0,52,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Bank transfer (automatic),44.25,2276.1,No
6426,6426,Female,0,41,Yes,No,DSL,No,No,No,No,No,No,Bank transfer (automatic),50.05,2029.05,No
6427,6427,Male,0,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.15,802.35,No
6428,6428,Female,0,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mailed check,69.25,418.4,Yes
6429,6429,Male,0,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),69.35,4653.25,No
6430,6430,Female,0,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.35,275.9,No
6431,6431,Male,0,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.15,343.45,No
6432,6432,Male,0,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mailed check,61.0,2130.45,No
6433,6433,Female,0,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.5,1191.4,No
6434,6434,Male,0,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Electronic check,50.5,50.5,Yes
6435,6435,Male,0,52,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Mailed check,50.2,2554,No
6436,6436,Female,0,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),79.6,5589.45,No
6437,6437,Female,0,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),24.9,467.7,No
6438,6438,Male,1,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,74.4,74.4,Yes
6439,6439,Female,0,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Electronic check,106.9,3756.45,No
6440,6440,Female,0,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,101.35,3334.9,No
6441,6441,Female,0,17,Yes,No,DSL,Yes,No,No,No,No,Yes,Credit card (automatic),55.35,920.5,No
6442,6442,Female,0,67,Yes,No,DSL,No,Yes,No,No,No,No,Credit card (automatic),50.55,3431.75,No
6443,6443,Female,0,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.5,150.35,No
6444,6444,Male,0,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Mailed check,79.45,2587.7,Yes
6445,6445,Male,0,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Electronic check,90.65,367.95,No
6446,6446,Male,1,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),89.85,5125.75,No
6447,6447,Male,0,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Mailed check,79.0,4801.1,No
6448,6448,Male,0,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,104.65,6219.6,Yes
6449,6449,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.55,19.55,No
6450,6450,Female,0,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,550.1,No
6451,6451,Male,1,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,116.25,7862.25,No
6452,6452,Male,0,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),87.75,1242.2,No
6453,6453,Male,1,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,100.05,4871.05,Yes
6454,6454,Female,0,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Credit card (automatic),81.3,3190.65,No
6455,6455,Male,0,59,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Electronic check,44.3,2666.75,No
6456,6456,Female,0,50,Yes,No,Fiber optic,No,No,No,No,No,No,Credit card (automatic),70.35,3533.6,No
6457,6457,Male,0,17,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Credit card (automatic),44.45,792.15,No
6458,6458,Male,0,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Electronic check,49.15,295.65,No
6459,6459,Male,1,51,No,No phone service,DSL,No,Yes,No,No,No,Yes,Credit card (automatic),29.45,1459.35,No
6460,6460,Male,0,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Electronic check,100.55,4398.15,Yes
6461,6461,Male,0,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Credit card (automatic),85.3,4297.95,No
6462,6462,Male,0,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Electronic check,95.65,167.3,Yes
6463,6463,Male,0,59,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Mailed check,69.1,4096.9,No
6464,6464,Male,1,50,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),70.35,3454.6,No
6465,6465,Female,0,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.6,1286,No
6466,6466,Male,0,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mailed check,74.15,1387,No
6467,6467,Male,0,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,75.05,786.3,No
6468,6468,Male,0,14,Yes,No,DSL,No,No,No,No,No,No,Electronic check,44.6,641.25,No
6469,6469,Male,0,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),21.45,705.45,No
6470,6470,Male,0,8,Yes,No,DSL,No,No,No,No,No,Yes,Mailed check,43.45,345.5,No
6471,6471,Male,0,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.05,345.9,No
6472,6472,Female,0,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),94.15,5811.8,No
6473,6473,Female,0,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Electronic check,94.4,94.4,Yes
6474,6474,Female,0,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.55,124.45,No
6475,6475,Female,0,19,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Mailed check,75.9,1375.6,No
6476,6476,Male,0,53,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Bank transfer (automatic),64.15,3491.55,No
6477,6477,Male,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),109.55,7920.7,No
6478,6478,Female,0,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),110.8,6640.7,No
6479,6479,Female,0,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Credit card (automatic),55.0,55,Yes
6480,6480,Female,0,13,Yes,No,DSL,No,No,Yes,No,No,No,Mailed check,53.45,718.1,No
6481,6481,Female,0,5,Yes,No,Fiber optic,No,No,No,No,No,No,Credit card (automatic),69.95,320.4,No
6482,6482,Male,0,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,101.45,101.45,Yes
6483,6483,Male,0,13,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Electronic check,97.0,1334.45,No
6484,6484,Male,0,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),90.6,3358.65,No
6485,6485,Male,0,64,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Mailed check,73.55,4764,No
6486,6486,Female,0,5,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Bank transfer (automatic),67.95,350.3,Yes
6487,6487,Female,0,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),94.35,5703,No
6488,6488,Female,0,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,69.5,69.5,Yes
6489,6489,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,18.85,18.85,Yes
6490,6490,Male,0,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.4,525.55,No
6491,6491,Female,0,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,69.2,69.2,Yes
6492,6492,Male,0,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.75,483.15,No
6493,6493,Male,0,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Electronic check,54.6,934.8,No
6494,6494,Female,0,26,No,No phone service,DSL,No,No,Yes,No,No,Yes,Mailed check,29.8,786.5,No
6495,6495,Male,0,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,69.65,69.65,Yes
6496,6496,Male,1,40,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Electronic check,101.85,4086.3,Yes
6497,6497,Male,0,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,103.05,5364.8,No
6498,6498,Female,0,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Electronic check,82.3,82.3,Yes
6499,6499,Male,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.3,20.3,No
6500,6500,Female,0,21,No,No phone service,DSL,Yes,No,No,No,No,No,Mailed check,35.1,770.4,No
6501,6501,Female,0,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),105.7,6816.95,No
6502,6502,Female,0,44,Yes,No,DSL,Yes,No,No,No,No,No,Bank transfer (automatic),56.25,2419.55,No
6503,6503,Male,0,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Electronic check,60.35,4138.7,No
6504,6504,Male,0,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Electronic check,79.25,267.6,Yes
6505,6505,Male,0,56,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),59.8,3457.45,No
6506,6506,Female,0,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,84.6,1115.2,Yes
6507,6507,Female,0,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),93.4,5435.6,Yes
6508,6508,Female,0,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,94.2,4186.3,Yes
6509,6509,Male,1,1,No,No phone service,DSL,No,No,No,No,No,No,Electronic check,25.05,25.05,Yes
6510,6510,Female,0,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Mailed check,99.65,4630.2,No
6511,6511,Female,0,63,Yes,No,DSL,Yes,No,No,No,No,Yes,Bank transfer (automatic),50.65,3221.25,No
6512,6512,Male,0,11,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Electronic check,60.9,688.5,No
6513,6513,Male,0,15,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Bank transfer (automatic),59.65,867.1,No
6514,6514,Male,0,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,64.7,4746.05,No
6515,6515,Female,0,29,No,No phone service,DSL,No,No,No,No,No,Yes,Credit card (automatic),25.1,712.85,Yes
6516,6516,Male,0,1,Yes,No,DSL,No,No,Yes,No,No,No,Electronic check,48.95,48.95,Yes
6517,6517,Female,0,6,Yes,No,DSL,No,No,No,Yes,No,No,Electronic check,54.85,355.1,No
6518,6518,Male,0,1,Yes,No,DSL,No,No,No,No,No,No,Electronic check,45.3,45.3,Yes
6519,6519,Male,0,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,91.35,5764.7,No
6520,6520,Male,0,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,85.85,167.3,Yes
6521,6521,Female,0,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.1,428.45,No
6522,6522,Female,0,43,No,No phone service,DSL,Yes,No,No,No,No,No,Bank transfer (automatic),34.0,1505.35,No
6523,6523,Female,0,15,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Mailed check,45.9,693.45,No
6524,6524,Male,0,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Electronic check,95.2,930.4,Yes
6525,6525,Male,0,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.5,1177.95,No
6526,6526,Male,0,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),100.6,5069.65,Yes
6527,6527,Male,0,6,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Mailed check,55.3,324.25,Yes
6528,6528,Male,0,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.35,1458.1,No
6529,6529,Male,1,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mailed check,74.85,156.4,Yes
6530,6530,Male,1,63,No,No phone service,DSL,Yes,No,No,No,No,No,Bank transfer (automatic),36.1,2298.9,No
6531,6531,Female,0,25,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),65.8,1679.65,No
6532,6532,Female,1,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.35,369.6,No
6533,6533,Male,1,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,105.8,2998,No
6534,6534,Female,1,53,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Mailed check,96.75,5206.55,No
6535,6535,Male,0,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),102.35,3626.1,Yes
6536,6536,Male,0,1,No,No phone service,DSL,No,No,No,No,No,No,Mailed check,24.4,24.4,No
6537,6537,Male,0,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),115.65,7968.85,Yes
6538,6538,Male,0,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Electronic check,79.85,152.45,Yes
6539,6539,Female,0,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Electronic check,73.05,1959.5,No
6540,6540,Female,0,34,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Electronic check,64.35,2053.05,No
6541,6541,Female,0,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.5,398.55,No
6542,6542,Male,0,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mailed check,76.0,1130.85,Yes
6543,6543,Female,0,62,Yes,No,DSL,Yes,No,Yes,No,No,No,Credit card (automatic),54.75,3425.35,No
6544,6544,Female,1,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),104.75,4323.45,Yes
6545,6545,Female,0,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Electronic check,74.65,703.55,Yes
6546,6546,Male,0,24,Yes,No,DSL,Yes,No,No,No,No,Yes,Electronic check,51.15,1275.7,No
6547,6547,Male,1,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Electronic check,41.95,2965.75,No
6548,6548,Male,0,31,Yes,No,DSL,No,No,Yes,No,No,No,Mailed check,54.35,1647,No
6549,6549,Female,0,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Electronic check,56.25,56.25,Yes
6550,6550,Male,0,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,106.1,2249.95,Yes
6551,6551,Female,0,63,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,96.0,6109.75,No
6552,6552,Female,1,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Bank transfer (automatic),79.75,159.4,Yes
6553,6553,Female,0,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),61.45,3751.15,No
6554,6554,Female,0,1,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,68.65,68.65,Yes
6555,6555,Male,0,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.65,411.25,No
6556,6556,Female,0,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.0,105.5,No
6557,6557,Female,0,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,100.0,3320.6,No
6558,6558,Male,0,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.25,327.45,Yes
6559,6559,Female,0,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,98.7,5669.5,No
6560,6560,Male,0,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.8,465.45,No
6561,6561,Male,0,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Electronic check,73.8,704.3,No
6562,6562,Female,1,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,100.2,1369.8,Yes
6563,6563,Male,0,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Bank transfer (automatic),74.9,1107.25,Yes
6564,6564,Male,0,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.05,95.55,No
6565,6565,Male,0,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.2,6375.2,No
6566,6566,Male,0,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),116.55,8152.3,No
6567,6567,Male,0,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Electronic check,99.7,1566.75,No
6568,6568,Male,0,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.7,130.25,No
6569,6569,Female,0,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.5,162.15,No
6570,6570,Female,0,4,No,No phone service,DSL,Yes,No,No,No,No,Yes,Mailed check,29.15,110.05,No
6571,6571,Female,0,34,Yes,No,DSL,Yes,Yes,No,No,No,No,Mailed check,55.0,1885.15,No
6572,6572,Male,0,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),90.8,6302.85,No
6573,6573,Female,0,45,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Bank transfer (automatic),51.0,2264.5,No
6574,6574,Female,1,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Electronic check,90.1,816.8,No
6575,6575,Female,0,22,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Mailed check,59.05,1253.5,No
6576,6576,Female,0,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.3,41.2,No
6577,6577,Male,0,70,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),72.95,5265.55,No
6578,6578,Female,0,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Credit card (automatic),73.55,693.3,No
6579,6579,Male,0,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),84.3,5997.1,No
6580,6580,Female,0,49,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),78.0,3824.2,No
6581,6581,Female,1,54,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Mailed check,72.1,3886.05,No
6582,6582,Female,0,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),106.75,7283.25,No
6583,6583,Female,0,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.25,412.55,No
6584,6584,Female,0,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.55,1070.25,No
6585,6585,Female,0,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.0,817.95,No
6586,6586,Female,0,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),24.65,1171.3,No
6587,6587,Male,1,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),103.5,6548.65,No
6588,6588,Female,0,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,23.85,625.65,No
6589,6589,Female,0,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.8,1911.5,No
6590,6590,Female,0,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,70.85,70.85,Yes
6591,6591,Male,0,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Credit card (automatic),69.8,134.7,Yes
6592,6592,Male,0,26,Yes,No,DSL,No,No,No,Yes,No,No,Credit card (automatic),59.45,1507,No
6593,6593,Male,0,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),54.55,2978.3,Yes
6594,6594,Male,0,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,20.05,299.3,No
6595,6595,Male,0,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Electronic check,82.55,5832.65,No
6596,6596,Male,0,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Electronic check,81.25,5567.55,No
6597,6597,Female,0,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Credit card (automatic),70.75,450.8,Yes
6598,6598,Female,0,57,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),74.3,4166.35,No
6599,6599,Female,0,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Electronic check,94.1,1215.6,Yes
6600,6600,Female,0,3,No,No phone service,DSL,Yes,No,No,No,No,No,Credit card (automatic),29.7,91.7,Yes
6601,6601,Male,1,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),109.7,7898.45,No
6602,6602,Female,0,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Credit card (automatic),96.35,3915.4,No
6603,6603,Male,0,14,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Credit card (automatic),66.6,979.5,No
6604,6604,Male,0,2,Yes,No,DSL,No,No,No,No,No,Yes,Electronic check,44.5,90.05,No
